Fecha;Número ID;Sucursal;Producto;Monto USD;Vendedor;Estado App;Fecha Registro en la App;estado_mora
14/01/2025;275;Tacuarembó;Préstamo Hipotecario;269940,0;T3;Registrado;20/01/2025;Cobrado
24/07/2025;276;Paysandú;Préstamo Consumo;3621,0;P2;No Registrado;;En Mora
27/10/2025;277;Canelones;Préstamo Consumo;4641,0;C2;No Registrado;;Cobrado
15/09/2025;278;Canelones;Cuenta Sueldo;;;No Registrado;;Cobrado
18/03/2025;279;Canelones;Tarjeta de Crédito;;;Registrado;25/03/2025;Cobrado
25/12/2025;280;Flores;Cuenta Sueldo;;;No Registrado;;Cobrado
12/03/2025;281;Maldonado;Premier;;;Registrado;19/03/2025;Cobrado
12/11/2025;282;Canelones;Tarjeta de Crédito;;;No Registrado;;Cobrado
10/01/2025;283;Paysandú;Préstamo Hipotecario;169979,0;P1;Registrado;12/01/2025;Cobrado
29/10/2025;284;Soriano;Tarjeta de Crédito;;;Registrado;31/10/2025;Cobrado
07/05/2025;285;San José;Préstamo Consumo;4096,0;J2;No Registrado;;En Mora
15/10/2025;286;Tacuarembó;Cuenta Sueldo;;;No Registrado;;Cobrado
09/01/2025;287;Montevideo;Tarjeta de Crédito;;;Registrado;14/01/2025;En Mora
20/06/2025;288;Tacuarembó;Cuenta Sueldo;;;No Registrado;;Cobrado
04/02/2025;289;Montevideo;Tarjeta de Crédito;;;Registrado;05/02/2025;Cobrado
24/03/2025;290;Maldonado;Cuenta Sueldo;;;Registrado;25/03/2025;En Mora
29/05/2025;291;Colonia;Préstamo Consumo;3465,0;O2;No Registrado;;Cobrado
27/02/2025;292;Montevideo;Préstamo Automotor;5614,0;M2;Registrado;28/02/2025;Cobrado
28/08/2025;293;Maldonado;Cuenta Sueldo;;;Registrado;29/08/2025;Cobrado
29/12/2025;294;Canelones;Préstamo Consumo;2067,0;C3;Registrado;03/01/2026;Cobrado
14/02/2025;295;Canelones;Premier;;;Registrado;15/02/2025;Cobrado
10/07/2025;296;Paysandú;Cuenta Sueldo;;;No Registrado;;En Mora
25/06/2025;297;Rocha;Préstamo Consumo;3065,0;H2;Registrado;29/06/2025;Cobrado
12/03/2025;298;Paysandú;Premier;;;Registrado;16/03/2025;En Mora
11/11/2025;299;Colonia;Préstamo Automotor;28640,0;O3;Registrado;18/11/2025;En Mora
23/04/2025;300;Montevideo;Cuenta Sueldo;;;Registrado;29/04/2025;Cobrado
01/07/2025;301;Maldonado;Préstamo Automotor;6623,0;A1;Registrado;04/07/2025;En Mora
10/04/2025;302;Río Negro;Cuenta Sueldo;;;Registrado;13/04/2025;Cobrado
02/09/2025;303;Maldonado;Tarjeta de Crédito;;;Registrado;08/09/2025;Cobrado
25/04/2025;304;Paysandú;Préstamo Consumo;2415,0;P2;No Registrado;;Cobrado
18/09/2025;305;Canelones;Tarjeta de Crédito;;;Registrado;23/09/2025;Incobrable
02/06/2025;306;Montevideo;Préstamo Consumo;3753,0;M2;Registrado;08/06/2025;Cobrado
11/08/2025;307;Río Negro;Préstamo Consumo;4701,0;N2;Registrado;18/08/2025;En Mora
12/08/2025;308;Montevideo;Cuenta Sueldo;;;No Registrado;;Cobrado
27/03/2025;309;Colonia;Préstamo Consumo;2556,0;O1;Registrado;28/03/2025;En Mora
21/02/2025;310;Treinta y Tres;Cuenta Sueldo;;;No Registrado;;Cobrado
10/09/2025;311;Flores;Préstamo Consumo;3092,0;F1;No Registrado;;Cobrado
21/05/2025;312;Maldonado;Cuenta Sueldo;;;No Registrado;;Cobrado
15/04/2025;313;Canelones;Préstamo Consumo;3798,0;C1;No Registrado;;Cobrado
02/05/2025;314;Montevideo;Préstamo Consumo;1962,0;M1;No Registrado;;En Mora
14/02/2025;315;Montevideo;Tarjeta de Crédito;;;No Registrado;;Cobrado
02/06/2025;316;Tacuarembó;Préstamo Automotor;14441,0;T3;Registrado;03/06/2025;En Mora
26/11/2025;317;Maldonado;Préstamo Automotor;24160,0;A2;Registrado;03/12/2025;En Mora
15/09/2025;318;Rivera;Préstamo Consumo;3555,0;R3;No Registrado;;En Mora
06/08/2025;319;Río Negro;Tarjeta de Crédito;;;No Registrado;;Cobrado
19/12/2025;320;Canelones;Préstamo Consumo;2627,0;C1;Registrado;25/12/2025;Cobrado
27/10/2025;321;Flores;Préstamo Automotor;18376,0;F1;Registrado;31/10/2025;Cobrado
19/03/2025;322;Lavalleja;Préstamo Consumo;3674,0;V2;Registrado;20/03/2025;Cobrado
19/06/2025;323;Colonia;Cuenta Sueldo;;;No Registrado;;En Mora
03/06/2025;324;Treinta y Tres;Cuenta Sueldo;;;No Registrado;;Cobrado
02/09/2025;325;Tacuarembó;Cuenta Sueldo;;;No Registrado;;Cobrado
07/02/2025;326;Paysandú;Tarjeta de Crédito;;;No Registrado;;En Mora
07/01/2025;327;Maldonado;Cuenta Sueldo;;;Registrado;14/01/2025;Cobrado
17/12/2025;328;Canelones;Préstamo Hipotecario;101506,0;C2;Registrado;23/12/2025;Cobrado
25/04/2025;329;Montevideo;Cuenta Sueldo;;;Registrado;30/04/2025;En Mora
03/10/2025;330;Florida;Cuenta Sueldo;;;Registrado;05/10/2025;Cobrado
01/04/2025;331;Cerro Largo;Premier;;;Registrado;05/04/2025;Incobrable
04/03/2025;332;Salto;Préstamo Consumo;1196,0;S1;No Registrado;;Cobrado
24/10/2025;333;Colonia;Préstamo Consumo;3191,0;O3;No Registrado;;Cobrado
01/08/2025;334;Lavalleja;Tarjeta de Crédito;;;No Registrado;;En Mora
27/10/2025;335;Canelones;Premier;;;Registrado;03/11/2025;Incobrable
22/07/2025;336;Montevideo;Cuenta Sueldo;;;No Registrado;;Cobrado
20/03/2025;337;Montevideo;Premier;;;Registrado;25/03/2025;Cobrado
01/10/2025;338;Rivera;Cuenta Sueldo;;;Registrado;07/10/2025;Cobrado
23/01/2025;339;Cerro Largo;Préstamo Consumo;4878,0;E2;No Registrado;;Cobrado
20/10/2025;340;Montevideo;Préstamo Consumo;3338,0;M3;No Registrado;;Cobrado
29/05/2025;341;Soriano;Préstamo Consumo;2856,0;SO3;Registrado;02/06/2025;En Mora
24/04/2025;342;Durazno;Tarjeta de Crédito;;;Registrado;26/04/2025;Cobrado
28/08/2025;343;Montevideo;Tarjeta de Crédito;;;Registrado;01/09/2025;Cobrado
11/06/2025;344;Montevideo;Préstamo Consumo;4219,0;M2;Registrado;14/06/2025;En Mora
15/04/2025;345;Canelones;Cuenta Sueldo;;;Registrado;22/04/2025;Cobrado
21/05/2025;346;Colonia;Préstamo Consumo;2049,0;O2;No Registrado;;Cobrado
04/06/2025;347;Río Negro;Tarjeta de Crédito;;;Registrado;07/06/2025;Cobrado
05/05/2025;348;Maldonado;Cuenta Sueldo;;;Registrado;10/05/2025;Cobrado
07/04/2025;349;Paysandú;Cuenta Sueldo;;;Registrado;14/04/2025;Cobrado
20/06/2025;350;Canelones;Cuenta Sueldo;;;No Registrado;;Cobrado
17/09/2025;351;Durazno;Préstamo Automotor;9496,0;D2;No Registrado;;Cobrado
25/08/2025;352;Canelones;Tarjeta de Crédito;;;Registrado;30/08/2025;Cobrado
26/11/2025;353;Rocha;Tarjeta de Crédito;;;No Registrado;;Cobrado
22/08/2025;354;Flores;Cuenta Sueldo;;;Registrado;23/08/2025;Cobrado
09/07/2025;355;Canelones;Tarjeta de Crédito;;;Registrado;16/07/2025;Cobrado
08/01/2025;356;Rivera;Tarjeta de Crédito;;;No Registrado;;En Mora
11/08/2025;357;Maldonado;Premier;;;Registrado;13/08/2025;Cobrado
04/04/2025;358;Canelones;Cuenta Sueldo;;;No Registrado;;En Mora
03/06/2025;359;Colonia;Préstamo Consumo;4704,0;O3;No Registrado;;Incobrable
25/08/2025;360;Paysandú;Préstamo Consumo;2543,0;P3;No Registrado;;Cobrado
17/09/2025;361;Artigas;Préstamo Consumo;4286,0;I1;No Registrado;;Cobrado
09/10/2025;362;Montevideo;Préstamo Consumo;1599,0;M1;No Registrado;;Incobrable
28/02/2025;363;Río Negro;Préstamo Consumo;1680,0;N3;No Registrado;;Cobrado
07/08/2025;364;Maldonado;Cuenta Sueldo;;;Registrado;09/08/2025;Incobrable
01/04/2025;365;Canelones;Cuenta Sueldo;;;No Registrado;;Incobrable
25/03/2025;366;Artigas;Cuenta Sueldo;;;No Registrado;;Cobrado
18/03/2025;367;Río Negro;Préstamo Consumo;942,0;N3;No Registrado;;Incobrable
29/01/2025;368;Paysandú;Premier;;;Registrado;31/01/2025;Cobrado
09/07/2025;369;Salto;Préstamo Consumo;3629,0;S1;No Registrado;;Cobrado
27/06/2025;370;Colonia;Cuenta Sueldo;;;No Registrado;;En Mora
25/11/2025;371;Montevideo;Cuenta Sueldo;;;Registrado;02/12/2025;Cobrado
22/10/2025;372;Cerro Largo;Préstamo Consumo;4948,0;E2;No Registrado;;Cobrado
10/09/2025;373;Montevideo;Cuenta Sueldo;;;No Registrado;;Cobrado
01/07/2025;374;Tacuarembó;Premier;;;No Registrado;;Cobrado
10/07/2025;375;Durazno;Tarjeta de Crédito;;;Registrado;12/07/2025;Cobrado
27/08/2025;376;Paysandú;Cuenta Sueldo;;;No Registrado;;Cobrado
23/09/2025;377;Montevideo;Préstamo Consumo;929,0;M2;No Registrado;;Cobrado
25/11/2025;378;Durazno;Tarjeta de Crédito;;;Registrado;01/12/2025;Incobrable
17/11/2025;379;Rocha;Préstamo Consumo;2521,0;H1;No Registrado;;Cobrado
21/11/2025;380;Florida;Préstamo Consumo;2878,0;L2;No Registrado;;Cobrado
29/05/2025;381;Cerro Largo;Cuenta Sueldo;;;No Registrado;;Cobrado
23/07/2025;382;Cerro Largo;Préstamo Consumo;3057,0;E2;Registrado;30/07/2025;Cobrado
03/10/2025;383;Canelones;Premier;;;No Registrado;;Cobrado
31/07/2025;384;Rivera;Cuenta Sueldo;;;No Registrado;;Cobrado
16/07/2025;385;Paysandú;Cuenta Sueldo;;;No Registrado;;Incobrable
04/12/2025;386;Montevideo;Préstamo Consumo;1027,0;M3;Registrado;11/12/2025;Incobrable
12/11/2025;387;Canelones;Tarjeta de Crédito;;;Registrado;16/11/2025;Cobrado
17/12/2025;388;Montevideo;Cuenta Sueldo;;;No Registrado;;En Mora
10/12/2025;389;Montevideo;Tarjeta de Crédito;;;Registrado;13/12/2025;Cobrado
07/10/2025;390;Salto;Préstamo Automotor;9710,0;S2;No Registrado;;Cobrado
13/02/2025;391;Soriano;Cuenta Sueldo;;;No Registrado;;Cobrado
30/06/2025;392;Florida;Cuenta Sueldo;;;No Registrado;;En Mora
04/02/2025;393;Río Negro;Préstamo Consumo;3137,0;N1;No Registrado;;Cobrado
10/02/2025;394;Montevideo;Premier;;;Registrado;16/02/2025;En Mora
17/03/2025;395;Montevideo;Cuenta Sueldo;;;Registrado;18/03/2025;Cobrado
27/08/2025;396;Paysandú;Tarjeta de Crédito;;;Registrado;29/08/2025;En Mora
09/12/2025;397;Montevideo;Préstamo Consumo;3962,0;M1;Registrado;16/12/2025;Cobrado
13/08/2025;398;Salto;Cuenta Sueldo;;;Registrado;19/08/2025;Incobrable
10/12/2025;399;Canelones;Préstamo Consumo;1804,0;C3;No Registrado;;En Mora
13/11/2025;400;Montevideo;Cuenta Sueldo;;;Registrado;16/11/2025;Cobrado
11/11/2025;401;Florida;Cuenta Sueldo;;;Registrado;18/11/2025;Cobrado
22/08/2025;402;Artigas;Cuenta Sueldo;;;No Registrado;;Cobrado
19/08/2025;403;Lavalleja;Préstamo Consumo;4494,0;V1;No Registrado;;Cobrado
06/08/2025;404;Artigas;Cuenta Sueldo;;;No Registrado;;En Mora
01/12/2025;405;Colonia;Cuenta Sueldo;;;Registrado;04/12/2025;Cobrado
11/08/2025;406;Maldonado;Préstamo Consumo;2431,0;A2;No Registrado;;En Mora
07/05/2025;407;Canelones;Cuenta Sueldo;;;No Registrado;;Cobrado
13/05/2025;408;San José;Tarjeta de Crédito;;;No Registrado;;Cobrado
12/05/2025;409;Montevideo;Premier;;;Registrado;13/05/2025;Incobrable
10/09/2025;410;Flores;Cuenta Sueldo;;;Registrado;16/09/2025;Cobrado
06/06/2025;411;Rivera;Préstamo Consumo;2104,0;R3;No Registrado;;Cobrado
23/07/2025;412;Maldonado;Cuenta Sueldo;;;Registrado;25/07/2025;En Mora
11/08/2025;413;Cerro Largo;Préstamo Consumo;2329,0;E2;No Registrado;;Cobrado
24/10/2025;414;Montevideo;Préstamo Consumo;2884,0;M1;No Registrado;;En Mora
30/05/2025;415;Rivera;Premier;;;Registrado;04/06/2025;Cobrado
29/08/2025;416;Paysandú;Cuenta Sueldo;;;No Registrado;;Cobrado
01/09/2025;417;Montevideo;Tarjeta de Crédito;;;No Registrado;;Cobrado
10/07/2025;418;Montevideo;Tarjeta de Crédito;;;No Registrado;;Cobrado
03/03/2025;419;Rivera;Préstamo Automotor;25135,0;R2;Registrado;04/03/2025;Cobrado
08/09/2025;420;Flores;Cuenta Sueldo;;;No Registrado;;En Mora
03/11/2025;421;Canelones;Tarjeta de Crédito;;;Registrado;09/11/2025;Cobrado
19/12/2025;422;Tacuarembó;Préstamo Consumo;4213,0;T2;Registrado;20/12/2025;Cobrado
10/04/2025;423;Montevideo;Préstamo Consumo;4959,0;M3;Registrado;14/04/2025;En Mora
10/01/2025;424;Montevideo;Premier;;;Registrado;15/01/2025;Cobrado
24/01/2025;425;Colonia;Tarjeta de Crédito;;;Registrado;28/01/2025;Cobrado
25/11/2025;426;Canelones;Préstamo Consumo;2387,0;C1;Registrado;29/11/2025;Cobrado
24/01/2025;427;Montevideo;Cuenta Sueldo;;;Registrado;31/01/2025;Cobrado
25/07/2025;428;Flores;Préstamo Hipotecario;10180,0;F3;Registrado;27/07/2025;Cobrado
18/04/2025;429;Canelones;Préstamo Consumo;4794,0;C2;No Registrado;;En Mora
04/11/2025;430;Colonia;Tarjeta de Crédito;;;No Registrado;;Cobrado
21/05/2025;431;Maldonado;Tarjeta de Crédito;;;No Registrado;;Cobrado
02/01/2025;432;Rocha;Préstamo Consumo;658,0;H2;No Registrado;;Cobrado
12/08/2025;433;Soriano;Cuenta Sueldo;;;Registrado;13/08/2025;Cobrado
08/01/2025;434;Montevideo;Cuenta Sueldo;;;Registrado;15/01/2025;En Mora
31/03/2025;435;Rivera;Préstamo Hipotecario;223986,0;R2;Registrado;04/04/2025;Cobrado
28/11/2025;436;Durazno;Préstamo Consumo;1169,0;D3;No Registrado;;Cobrado
10/12/2025;437;Paysandú;Cuenta Sueldo;;;No Registrado;;En Mora
27/06/2025;438;San José;Tarjeta de Crédito;;;No Registrado;;Cobrado
07/01/2025;439;Colonia;Préstamo Consumo;2321,0;O3;Registrado;13/01/2025;Cobrado
23/04/2025;440;Cerro Largo;Cuenta Sueldo;;;No Registrado;;Cobrado
17/12/2025;441;Canelones;Cuenta Sueldo;;;Registrado;23/12/2025;Cobrado
04/11/2025;442;Montevideo;Préstamo Hipotecario;6315,0;M3;Registrado;05/11/2025;Incobrable
07/08/2025;443;Rocha;Préstamo Automotor;21199,0;H1;Registrado;09/08/2025;Cobrado
19/09/2025;444;Montevideo;Tarjeta de Crédito;;;No Registrado;;Cobrado
11/06/2025;445;Canelones;Cuenta Sueldo;;;Registrado;12/06/2025;Cobrado
14/04/2025;446;Paysandú;Premier;;;Registrado;17/04/2025;Cobrado
14/02/2025;447;Montevideo;Préstamo Automotor;3861,0;M2;Registrado;19/02/2025;Cobrado
13/08/2025;448;Colonia;Cuenta Sueldo;;;Registrado;16/08/2025;Cobrado
18/08/2025;449;San José;Préstamo Consumo;794,0;J1;Registrado;24/08/2025;Cobrado
16/12/2025;450;Montevideo;Tarjeta de Crédito;;;Registrado;22/12/2025;Cobrado
26/12/2025;451;Rocha;Tarjeta de Crédito;;;Registrado;02/01/2026;Cobrado
09/12/2025;452;Paysandú;Préstamo Consumo;4258,0;P3;No Registrado;;Cobrado
04/12/2025;453;Paysandú;Premier;;;Registrado;08/12/2025;En Mora
20/03/2025;454;Paysandú;Préstamo Consumo;4666,0;P1;No Registrado;;Cobrado
18/02/2025;455;Montevideo;Cuenta Sueldo;;;No Registrado;;En Mora
29/12/2025;456;Tacuarembó;Préstamo Automotor;3691,0;T2;Registrado;30/12/2025;Cobrado
07/05/2025;457;Paysandú;Tarjeta de Crédito;;;No Registrado;;Incobrable
03/10/2025;458;San José;Préstamo Consumo;2045,0;J1;Registrado;09/10/2025;Incobrable
25/02/2025;459;Durazno;Tarjeta de Crédito;;;Registrado;02/03/2025;Cobrado
14/03/2025;460;Soriano;Cuenta Sueldo;;;No Registrado;;Cobrado
29/04/2025;461;Canelones;Tarjeta de Crédito;;;Registrado;06/05/2025;Cobrado
10/09/2025;462;Montevideo;Cuenta Sueldo;;;No Registrado;;Cobrado
26/02/2025;463;Río Negro;Préstamo Consumo;717,0;N1;Registrado;01/03/2025;Cobrado
24/11/2025;464;Paysandú;Cuenta Sueldo;;;Registrado;28/11/2025;Incobrable
22/05/2025;465;San José;Tarjeta de Crédito;;;No Registrado;;Cobrado
05/03/2025;466;Tacuarembó;Préstamo Consumo;1799,0;T2;Registrado;06/03/2025;Incobrable
14/02/2025;467;Canelones;Cuenta Sueldo;;;Registrado;20/02/2025;En Mora
09/07/2025;468;Rivera;Préstamo Consumo;2635,0;R2;No Registrado;;En Mora
22/05/2025;469;Canelones;Cuenta Sueldo;;;Registrado;25/05/2025;Incobrable
09/01/2025;470;Artigas;Préstamo Consumo;1733,0;I1;No Registrado;;Cobrado
24/07/2025;471;Montevideo;Cuenta Sueldo;;;Registrado;29/07/2025;Cobrado
03/03/2025;472;Rivera;Cuenta Sueldo;;;Registrado;04/03/2025;Cobrado
28/11/2025;473;Montevideo;Tarjeta de Crédito;;;No Registrado;;En Mora
24/01/2025;474;Montevideo;Premier;;;Registrado;31/01/2025;Cobrado
11/02/2025;475;Canelones;Cuenta Sueldo;;;No Registrado;;Cobrado
11/06/2025;476;Rocha;Tarjeta de Crédito;;;Registrado;17/06/2025;Cobrado
09/07/2025;477;Canelones;Préstamo Consumo;579,0;C2;No Registrado;;Cobrado
01/05/2025;478;Rivera;Tarjeta de Crédito;;;No Registrado;;En Mora
17/09/2025;479;Canelones;Préstamo Automotor;20462,0;C2;Registrado;24/09/2025;Cobrado
26/11/2025;480;Canelones;Préstamo Consumo;2683,0;C1;Registrado;27/11/2025;En Mora
19/12/2025;481;Durazno;Cuenta Sueldo;;;No Registrado;;Cobrado
05/09/2025;482;Montevideo;Tarjeta de Crédito;;;No Registrado;;Cobrado
21/02/2025;483;Treinta y Tres;Préstamo Consumo;4283,0;Y1;No Registrado;;Cobrado
28/08/2025;484;Canelones;Cuenta Sueldo;;;No Registrado;;Cobrado
25/09/2025;485;Montevideo;Préstamo Hipotecario;123283,0;M3;Registrado;01/10/2025;Cobrado
11/11/2025;486;Treinta y Tres;Préstamo Consumo;3295,0;Y3;Registrado;17/11/2025;Cobrado
25/08/2025;487;Florida;Tarjeta de Crédito;;;Registrado;27/08/2025;Incobrable
22/12/2025;488;Montevideo;Préstamo Consumo;4985,0;M1;No Registrado;;Cobrado
08/01/2025;489;Canelones;Cuenta Sueldo;;;No Registrado;;Cobrado
12/08/2025;490;Rocha;Premier;;;Registrado;18/08/2025;En Mora
17/07/2025;491;Florida;Préstamo Hipotecario;197238,0;L2;Registrado;21/07/2025;Cobrado
30/10/2025;492;Canelones;Préstamo Automotor;12245,0;C2;Registrado;31/10/2025;Cobrado
23/09/2025;493;Treinta y Tres;Préstamo Consumo;4717,0;Y2;No Registrado;;Cobrado
21/07/2025;494;Treinta y Tres;Cuenta Sueldo;;;Registrado;22/07/2025;En Mora
10/01/2025;495;Paysandú;Préstamo Consumo;4037,0;P2;Registrado;11/01/2025;Cobrado
05/12/2025;496;Montevideo;Préstamo Automotor;10290,0;M2;Registrado;10/12/2025;En Mora
16/12/2025;497;Montevideo;Cuenta Sueldo;;;No Registrado;;En Mora
03/09/2025;498;Canelones;Préstamo Consumo;4390,0;C2;No Registrado;;En Mora
09/12/2025;499;Maldonado;Préstamo Consumo;931,0;A2;No Registrado;;Cobrado
22/04/2025;500;Colonia;Premier;;;Registrado;27/04/2025;Cobrado
05/09/2025;501;Canelones;Cuenta Sueldo;;;No Registrado;;Cobrado
20/10/2025;502;Montevideo;Préstamo Automotor;21272,0;M1;Registrado;23/10/2025;Incobrable
17/11/2025;503;Montevideo;Préstamo Automotor;3673,0;M1;Registrado;24/11/2025;Cobrado
26/05/2025;504;Canelones;Cuenta Sueldo;;;Registrado;29/05/2025;Cobrado
01/05/2025;505;Lavalleja;Préstamo Consumo;2329,0;V2;Registrado;07/05/2025;Cobrado
15/09/2025;506;Colonia;Préstamo Consumo;2789,0;O1;Registrado;22/09/2025;Incobrable
01/12/2025;507;Colonia;Cuenta Sueldo;;;No Registrado;;Cobrado
28/02/2025;508;Flores;Tarjeta de Crédito;;;Registrado;06/03/2025;Cobrado
15/10/2025;509;Durazno;Cuenta Sueldo;;;No Registrado;;Cobrado
13/10/2025;510;Canelones;Cuenta Sueldo;;;Registrado;20/10/2025;Cobrado
09/07/2025;511;Montevideo;Préstamo Consumo;4007,0;M2;No Registrado;;Cobrado
10/11/2025;512;Durazno;Tarjeta de Crédito;;;Registrado;12/11/2025;Cobrado
24/03/2025;513;Montevideo;Tarjeta de Crédito;;;Registrado;31/03/2025;Cobrado
25/08/2025;514;Canelones;Cuenta Sueldo;;;Registrado;26/08/2025;Incobrable
26/12/2025;515;Florida;Préstamo Automotor;19796,0;L3;No Registrado;;En Mora
14/05/2025;516;Canelones;Préstamo Consumo;3189,0;C2;Registrado;21/05/2025;Incobrable
29/09/2025;517;Montevideo;Préstamo Consumo;2721,0;M1;Registrado;03/10/2025;Incobrable
05/08/2025;518;Cerro Largo;Préstamo Consumo;2853,0;E2;No Registrado;;Cobrado
04/08/2025;519;Cerro Largo;Préstamo Consumo;2575,0;E3;No Registrado;;Cobrado
07/11/2025;520;Canelones;Préstamo Hipotecario;169639,0;C3;Registrado;09/11/2025;En Mora
22/08/2025;521;Montevideo;Préstamo Hipotecario;17683,0;M2;Registrado;24/08/2025;Incobrable
01/01/2025;522;Flores;Tarjeta de Crédito;;;Registrado;08/01/2025;Cobrado
08/10/2025;523;Rivera;Préstamo Automotor;19229,0;R3;Registrado;09/10/2025;En Mora
28/05/2025;524;Montevideo;Cuenta Sueldo;;;Registrado;04/06/2025;Cobrado
11/02/2025;525;San José;Préstamo Consumo;3435,0;J3;No Registrado;;Cobrado
04/04/2025;526;San José;Cuenta Sueldo;;;Registrado;07/04/2025;Cobrado
23/04/2025;527;Canelones;Cuenta Sueldo;;;Registrado;28/04/2025;En Mora
11/11/2025;528;Montevideo;Préstamo Consumo;3826,0;M1;No Registrado;;Cobrado
22/05/2025;529;Durazno;Préstamo Consumo;3164,0;D2;No Registrado;;Cobrado
03/09/2025;530;Río Negro;Préstamo Consumo;569,0;N2;No Registrado;;Cobrado
07/02/2025;531;Rocha;Cuenta Sueldo;;;Registrado;13/02/2025;Cobrado
24/11/2025;532;Rivera;Préstamo Consumo;2859,0;R1;Registrado;30/11/2025;En Mora
03/11/2025;533;Rocha;Préstamo Automotor;8091,0;H1;Registrado;08/11/2025;En Mora
24/04/2025;534;Maldonado;Préstamo Hipotecario;292075,0;A3;Registrado;29/04/2025;Cobrado
26/11/2025;535;Rocha;Préstamo Automotor;18724,0;H2;Registrado;03/12/2025;Cobrado
29/05/2025;536;Montevideo;Cuenta Sueldo;;;No Registrado;;Cobrado
17/04/2025;537;Montevideo;Cuenta Sueldo;;;No Registrado;;Cobrado
21/02/2025;538;Canelones;Préstamo Hipotecario;97393,0;C2;No Registrado;;Cobrado
04/11/2025;539;Maldonado;Cuenta Sueldo;;;No Registrado;;Cobrado
04/04/2025;540;Tacuarembó;Préstamo Consumo;3014,0;T3;Registrado;06/04/2025;En Mora
31/03/2025;541;Montevideo;Premier;;;Registrado;01/04/2025;Cobrado
19/02/2025;542;Río Negro;Préstamo Consumo;1966,0;N2;No Registrado;;Cobrado
27/08/2025;543;Salto;Cuenta Sueldo;;;No Registrado;;En Mora
30/04/2025;544;Montevideo;Préstamo Consumo;2759,0;M2;No Registrado;;Cobrado
15/08/2025;545;Montevideo;Préstamo Consumo;1538,0;M2;Registrado;17/08/2025;Cobrado
24/10/2025;546;Montevideo;Tarjeta de Crédito;;;Registrado;31/10/2025;Cobrado
13/11/2025;547;Montevideo;Préstamo Consumo;2440,0;M2;No Registrado;;Cobrado
12/05/2025;548;Artigas;Cuenta Sueldo;;;Registrado;18/05/2025;Cobrado
24/10/2025;549;Canelones;Cuenta Sueldo;;;No Registrado;;En Mora
02/09/2025;550;Rivera;Premier;;;Registrado;09/09/2025;Cobrado
